BatteryID,SOH,InternalResistance
BAT1778,37.38528237,0.229093488
BAT1779,37.59683503,0.22806573
BAT1780,36.13862874,0.228946673
BAT1781,37.54411367,0.228040392
BAT1782,34.35583427,0.229249169
BAT1783,35.34392036,0.227627867
BAT1784,37.80283489,0.22893761
BAT1785,36.43905782,0.225478908
BAT1786,34.72947297,0.227224431
BAT1787,35.94697518,0.227345978
BAT1788,35.42498353,0.22805122
BAT1789,36.25336427,0.227046973
BAT1790,36.06159516,0.227932913
BAT1791,36.59784959,0.226071172
BAT1792,36.46793213,0.230297401
BAT1793,37.7326184,0.229134973
BAT1794,36.65267379,0.225989585
BAT1795,36.52953834,0.22783034
BAT1796,37.50103125,0.230273203
BAT1797,35.73315452,0.228613956
BAT1798,34.86525391,0.228406117
BAT1799,37.33223653,0.229750815
BAT1800,36.07194431,0.230687195
BAT1801,36.22112518,0.227227295
BAT1802,35.40735913,0.231300257
BAT1803,35.47175578,0.228699413
BAT1804,36.74449754,0.230364144
BAT1805,36.76491154,0.23042916
BAT1806,36.70884323,0.229545868
BAT1807,36.84808495,0.228652681
BAT1808,36.44640246,0.230228627
BAT1809,35.9870632,0.234150661
BAT1810,35.7112945,0.22827665
BAT1811,36.81550059,0.234484626
BAT1812,35.34955113,0.230680558
BAT1813,36.14963454,0.231370743
BAT1814,34.9243144,0.229226578
BAT1815,34.83936814,0.229957461
BAT1816,35.60480133,0.230594181
BAT1817,34.92077632,0.22960861
BAT1818,36.3735294,0.231382164
BAT1819,34.06919402,0.231085968
BAT1820,35.61848862,0.235701562
BAT1821,35.75347216,0.229768052
BAT1822,33.49047707,0.232405381
BAT1823,35.06122531,0.232795693
BAT1824,35.74505172,0.230259359
BAT1825,35.83156188,0.233873655
BAT1826,35.14297616,0.231803346
BAT1827,36.07094615,0.227715221
BAT1828,35.29286016,0.234119699
BAT1829,35.09346794,0.230666118
BAT1830,35.31621695,0.23090445
BAT1831,36.00744287,0.234475804
BAT1832,34.60932576,0.232505677
BAT1833,34.62640607,0.235135544
BAT1834,34.37143985,0.235820332
BAT1835,34.6438608,0.232210143
BAT1836,36.29335411,0.235186525
BAT1837,35.60622218,0.232189078
BAT1838,33.82612982,0.238266232
BAT1839,34.2283522,0.232514086
BAT1840,35.16125085,0.236052175
BAT1841,33.89428504,0.23578758
BAT1842,34.04191729,0.234832176
BAT1843,36.13929917,0.232958914
BAT1844,33.96509149,0.234097205
BAT1845,35.64713175,0.230192824
BAT1846,35.99768452,0.23504884
BAT1847,33.78437022,0.235399231
BAT1848,33.70286766,0.235066999
BAT1849,34.32989516,0.228953388
BAT1850,33.57608687,0.232468727
BAT1851,34.67951709,0.233603818
BAT1852,34.26344224,0.235783318
BAT1853,34.86210171,0.235878678
BAT1854,35.89411846,0.235059552
BAT1855,35.04920454,0.236770491
BAT1856,34.7736727,0.233547515
BAT1857,32.38560343,0.23692047
BAT1858,34.61103487,0.236749484
BAT1859,36.11632792,0.236655109
BAT1860,31.1655907,0.235635919
BAT1861,34.80224831,0.239761488
BAT1862,34.06107265,0.237186391
BAT1863,33.3580731,0.234363328
BAT1864,35.00146768,0.236896611
BAT1865,35.90285796,0.238004967
BAT1866,34.95908644,0.235423783
BAT1867,33.78247305,0.238878544
BAT1868,33.22817938,0.237564067
BAT1869,34.15296775,0.232215043
BAT1870,34.69125309,0.237599344
BAT1871,33.67479091,0.236287942
BAT1872,33.38964353,0.23827436
BAT1873,36.57346318,0.23918843
BAT1874,34.85401019,0.237790324
BAT1875,35.04856395,0.240830504
BAT1876,32.17408676,0.237242586
BAT1877,33.08046923,0.238949636
BAT1878,33.71189856,0.239409885
BAT1879,32.69558655,0.237705308
BAT1880,35.1975161,0.239557549
BAT1881,35.12536521,0.236910654
BAT1882,33.18490046,0.237354863
BAT1883,35.25298634,0.235675023
BAT1884,33.69139754,0.238882818
BAT1885,36.11354064,0.239150503
BAT1886,33.77062513,0.240958526
BAT1887,33.95482575,0.24028228
BAT1888,34.96158558,0.238230409
BAT1889,34.60382894,0.236543641
BAT1890,33.82444161,0.239865701
BAT1891,33.29338535,0.241321506
BAT1892,33.77250165,0.24071037
BAT1893,32.34383323,0.241468955
BAT1894,33.44595376,0.238976221
BAT1895,32.19574985,0.238566762
BAT1896,31.56911434,0.238126197
BAT1897,33.07748249,0.239588207
BAT1898,34.56134689,0.239642818
BAT1899,33.96221424,0.240313355
BAT1900,32.95447895,0.239741405
BAT1901,34.67472904,0.239832745
BAT1902,32.5039172,0.238646612
BAT1903,31.03895095,0.242183238
BAT1904,30.72977635,0.240553036
BAT1905,31.65987038,0.240151112
BAT1906,33.60737046,0.239105141
BAT1907,32.18923389,0.238036174
BAT1908,33.36019206,0.243415928
BAT1909,34.40728201,0.242009277
BAT1910,31.5226262,0.237752164
BAT1911,33.29097243,0.242626285
BAT1912,33.27989881,0.243044962
BAT1913,31.84160439,0.241548752
BAT1914,33.91245575,0.244596222
BAT1915,32.32511154,0.241933439
BAT1916,32.06966433,0.238766353
BAT1917,34.54699512,0.242430338
BAT1918,33.12599964,0.242289795
BAT1919,33.31572424,0.240693406
BAT1920,33.70682892,0.243147118
BAT1921,31.74037715,0.238764669
BAT1922,33.5472172,0.244181134
BAT1923,31.67647039,0.240543757
BAT1924,31.67227341,0.240430108
BAT1925,31.94772063,0.24227235
BAT1926,31.56038169,0.243465946
BAT1927,33.04155661,0.243027848
BAT1928,32.46439137,0.241314682
BAT1929,31.62497536,0.241887821
BAT1930,32.57180912,0.240733915
BAT1931,31.85280406,0.24265064
BAT1932,31.61792754,0.245350042
BAT1933,32.093295,0.243291474
BAT1934,32.62997843,0.245118829
BAT1935,32.35650693,0.246410803
BAT1936,31.78362864,0.242423963
BAT1937,32.64998627,0.243326853
BAT1938,31.51174067,0.248142386
BAT1939,31.19824961,0.246788687
BAT1940,30.35572243,0.240655191
BAT1941,32.54405017,0.244874297
BAT1942,31.84473496,0.24420112
BAT1943,32.10564573,0.245952906
BAT1944,32.55974368,0.242910042
BAT1945,31.06152661,0.242820783
BAT1946,30.26984364,0.243247859
BAT1947,31.59454185,0.243556143
BAT1948,31.71444651,0.246430648
BAT1949,31.3104269,0.242537598
BAT1950,33.05994387,0.243754772
BAT1951,28.82161771,0.241521975
BAT1952,32.4294097,0.247214236
BAT1953,32.15918519,0.24784206
BAT1954,31.89629492,0.244745853
BAT1955,27.79137705,0.244904101
BAT1956,32.58813095,0.246506444
BAT1957,30.34188381,0.248648964
BAT1958,30.69663313,0.246617221
BAT1959,30.88977422,0.244504916
BAT1960,31.46131986,0.242762355
BAT1961,31.82038068,0.243869747
BAT1962,31.94896514,0.246346439
BAT1963,31.91081491,0.244989345
BAT1964,31.30979687,0.246789935
BAT1965,31.72092761,0.245394152
BAT1966,29.98138574,0.244483707
BAT1967,30.19982055,0.244345937
BAT1968,31.90841981,0.249924709
BAT1969,31.71372171,0.248677975
BAT1970,31.61936086,0.250461036
BAT1971,30.17142889,0.248179902
BAT1972,31.65405379,0.246340017
BAT1973,29.72827917,0.249946682
BAT1974,31.86584891,0.247333864
BAT1975,30.51652832,0.247941684
BAT1976,32.48794587,0.247514351
BAT1977,29.13864429,0.241806192
BAT1978,32.51535466,0.25100947
BAT1979,30.40676035,0.248882008
BAT1980,30.15186685,0.248659646
BAT1981,30.74444435,0.247976448
BAT1982,29.84607835,0.248526856
BAT1983,30.27920445,0.247105442
BAT1984,29.75994982,0.249633159
BAT1985,29.76758669,0.245885803
BAT1986,30.76770654,0.248972137
BAT1987,29.42917683,0.249823147
BAT1988,29.48908007,0.248402662
BAT1989,29.04900867,0.249641736
BAT1990,29.77572071,0.247017331
BAT1991,31.5329696,0.247168346
BAT1992,29.43739128,0.249673434
BAT1993,29.45369323,0.250657099
BAT1994,30.51397985,0.245650269
BAT1995,29.80230418,0.250544041
BAT1996,32.42411786,0.248513597
BAT1997,29.90921937,0.249314388
BAT1998,30.45846656,0.247120964
BAT1999,30.96535062,0.248196766
BAT2000,30.88273545,0.251932251
