Cycle,avg_soh
1668,39.35388897
1669,42.33433604
1670,39.73503706
1671,39.04859339
1672,39.9676394
1673,40.91289628
1674,40.04528762
1675,40.30405969
1676,38.92556345
1677,41.39701244
1678,40.41340187
1679,40.77733064
1680,40.17010658
1681,40.52359803
1682,38.83754398
1683,39.19833072
1684,41.11293614
1685,41.1391007
1686,38.36753119
1687,39.92315665
1688,39.0869058
1689,38.80260616
1690,39.8684444
1691,40.52933999
1692,39.65401592
1693,39.21299332
1694,40.04807986
1695,38.96720242
1696,39.71813173
1697,40.68806372
1698,36.97009569
1699,40.2028103
1700,37.56566725
1701,40.42211498
1702,38.33027575
1703,37.64927954
1704,39.85092043
1705,39.45325411
1706,37.99280437
1707,37.73023786
1708,38.7353708
1709,37.77435709
1710,38.03123074
1711,38.89535505
1712,37.93442772
1713,39.26422907
1714,40.04219287
1715,38.67164114
1716,38.73288875
1717,40.66692509
1718,37.4205572
1719,39.72273696
1720,39.61389375
1721,39.35689175
1722,39.63670307
1723,38.76514718
1724,37.99106417
1725,39.56813544
1726,39.60702834
1727,39.23305891
1728,38.23978298
1729,37.72778407
1730,38.53263122
1731,39.17337003
1732,39.12482209
1733,37.68018976
1734,38.55032605
1735,36.74488142
1736,39.03140337
1737,37.28984677
1738,39.03139402
1739,36.80886008
1740,39.1039286
1741,38.2777647
1742,36.87235285
1743,38.5507719
1744,37.23407254
1745,38.46596573
1746,37.49207905
1747,36.02984441
1748,36.69406563
1749,36.97926668
1750,39.15539673
1751,38.40038358
1752,39.30778606
1753,39.20453023
1754,37.02601788
1755,37.35601818
1756,37.05285107
1757,36.59367516
1758,35.53870961
1759,37.54414822
1760,36.01895361
1761,37.38184665
1762,39.57056397
1763,36.83229422
1764,37.51744161
1765,37.81215509
1766,37.45043677
1767,37.56295002
1768,36.77530874
1769,36.74310577
1770,35.93771101
1771,37.9670073
1772,35.49407079
1773,37.68811354
1774,35.41100837
1775,37.94143346
1776,36.43857057
1777,35.85560084
1778,37.38528237
1779,37.59683503
1780,36.13862874
1781,37.54411367
1782,34.35583427
1783,35.34392036
1784,37.80283489
1785,36.43905782
1786,34.72947297
1787,35.94697518
1788,35.42498353
1789,36.25336427
1790,36.06159516
1791,36.59784959
1792,36.46793213
1793,37.7326184
1794,36.65267379
1795,36.52953834
1796,37.50103125
1797,35.73315452
1798,34.86525391
1799,37.33223653
1800,36.07194431
1801,36.22112518
1802,35.40735913
1803,35.47175578
1804,36.74449754
1805,36.76491154
1806,36.70884323
1807,36.84808495
1808,36.44640246
1809,35.9870632
1810,35.7112945
1811,36.81550059
1812,35.34955113
1813,36.14963454
1814,34.9243144
1815,34.83936814
1816,35.60480133
1817,34.92077632
1818,36.3735294
1819,34.06919402
1820,35.61848862
1821,35.75347216
1822,33.49047707
1823,35.06122531
1824,35.74505172
1825,35.83156188
1826,35.14297616
1827,36.07094615
1828,35.29286016
1829,35.09346794
1830,35.31621695
1831,36.00744287
1832,34.60932576
1833,34.62640607
1834,34.37143985
1835,34.6438608
1836,36.29335411
1837,35.60622218
1838,33.82612982
1839,34.2283522
1840,35.16125085
1841,33.89428504
1842,34.04191729
1843,36.13929917
1844,33.96509149
1845,35.64713175
1846,35.99768452
1847,33.78437022
1848,33.70286766
1849,34.32989516
1850,33.57608687
1851,34.67951709
1852,34.26344224
1853,34.86210171
1854,35.89411846
1855,35.04920454
1856,34.7736727
1857,32.38560343
1858,34.61103487
1859,36.11632792
1860,31.1655907
1861,34.80224831
1862,34.06107265
1863,33.3580731
1864,35.00146768
1865,35.90285796
1866,34.95908644
1867,33.78247305
1868,33.22817938
1869,34.15296775
1870,34.69125309
1871,33.67479091
1872,33.38964353
1873,36.57346318
1874,34.85401019
1875,35.04856395
1876,32.17408676
1877,33.08046923
1878,33.71189856
1879,32.69558655
1880,35.1975161
1881,35.12536521
1882,33.18490046
1883,35.25298634
1884,33.69139754
1885,36.11354064
1886,33.77062513
1887,33.95482575
1888,34.96158558
1889,34.60382894
1890,33.82444161
1891,33.29338535
1892,33.77250165
1893,32.34383323
1894,33.44595376
1895,32.19574985
1896,31.56911434
1897,33.07748249
1898,34.56134689
1899,33.96221424
1900,32.95447895
1901,34.67472904
1902,32.5039172
1903,31.03895095
1904,30.72977635
1905,31.65987038
1906,33.60737046
1907,32.18923389
1908,33.36019206
1909,34.40728201
1910,31.5226262
1911,33.29097243
1912,33.27989881
1913,31.84160439
1914,33.91245575
1915,32.32511154
1916,32.06966433
1917,34.54699512
1918,33.12599964
1919,33.31572424
1920,33.70682892
1921,31.74037715
1922,33.5472172
1923,31.67647039
1924,31.67227341
1925,31.94772063
1926,31.56038169
1927,33.04155661
1928,32.46439137
1929,31.62497536
1930,32.57180912
1931,31.85280406
1932,31.61792754
1933,32.093295
1934,32.62997843
1935,32.35650693
1936,31.78362864
1937,32.64998627
1938,31.51174067
1939,31.19824961
1940,30.35572243
1941,32.54405017
1942,31.84473496
1943,32.10564573
1944,32.55974368
1945,31.06152661
1946,30.26984364
1947,31.59454185
1948,31.71444651
1949,31.3104269
1950,33.05994387
1951,28.82161771
1952,32.4294097
1953,32.15918519
1954,31.89629492
1955,27.79137705
1956,32.58813095
1957,30.34188381
1958,30.69663313
1959,30.88977422
1960,31.46131986
1961,31.82038068
1962,31.94896514
1963,31.91081491
1964,31.30979687
1965,31.72092761
1966,29.98138574
1967,30.19982055
1968,31.90841981
1969,31.71372171
1970,31.61936086
1971,30.17142889
1972,31.65405379
1973,29.72827917
1974,31.86584891
1975,30.51652832
1976,32.48794587
1977,29.13864429
1978,32.51535466
1979,30.40676035
1980,30.15186685
1981,30.74444435
1982,29.84607835
1983,30.27920445
1984,29.75994982
1985,29.76758669
1986,30.76770654
1987,29.42917683
1988,29.48908007
1989,29.04900867
1990,29.77572071
1991,31.5329696
1992,29.43739128
1993,29.45369323
1994,30.51397985
1995,29.80230418
1996,32.42411786
1997,29.90921937
1998,30.45846656
1999,30.96535062
2000,30.88273545
